번호,서명,저자,발행자,발행년,청구기호,자료실
1836,세상의 규칙 : 50개의 규칙,산제이 마노하 지음 ; 게리 볼러 그림 ; 김선영 옮김,푸른숲주니어,2024,아동 511.1813-3-3,[해운대인문학]어린이자료실
1837,"속지 마!왕재미. 1, 지구 온난화는 진짜야? 가짜야?",정선애 지음 ; 김성영 그림,아주좋은날,2024,아동 320-110-1,[해운대인문학]어린이자료실
1838,수상한 영화관,"김성준,장미선 지음 ; 김성영 그림",아주좋은날,2024,아동 320-110-2,[해운대인문학]어린이자료실
1839,"슈뻘맨의 숨은 과학 찾기. 4, 엉뚱 도전 속에 숨은 과학 상식",연유진 지음 ; 방상호 그림,풀빛,2024,아동 331-40,[해운대인문학]어린이자료실
1840,신기한 맛 도깨비 식당. 7,나인완 지음,기린미디어,2024,아동 332.2-9,[해운대인문학]어린이자료실
1841,"악몽 도서관. 1, 악몽 도서관에 오신 걸 환영합니다",박미라 지음 ; 홍그림 그림,주니어김영사,2024,아동 808.3-89-3,[해운대인문학]어린이자료실
1842,어린이 게으름 탈출 위원회,조 넬슨 지음 ; 알렉산다르 사비체 그림 ; 김현희 옮김,주니어김영사,2024,아동 550-8,[해운대인문학]어린이자료실
1843,"어린이를 위한 이순신의 바다. 2, 이순신을 막을 수 없다!",공수경 지음 ; 정은선 그림,오늘책,2023,아동 813.8-3848,[해운대인문학]어린이자료실
1844,에그박사. 12,최이든 지음 ; 이갑규 그림,오늘책,2023,아동 813.8-3849,[해운대인문학]어린이자료실
1845,에그박사의 역대급 사파리,조호재 지음 ; 한승무 그림,오늘책,2023,아동 813.8-3850,[해운대인문학]어린이자료실
1846,"위풍당당 여우 꼬리. 5, 별빛 가득 기적의 무대",김다해 지음 ; 한아름 그림,오늘책,2023,아동 813.8-3851,[해운대인문학]어린이자료실
1847,이상한 과자 가게 전천당. 20,김하영 지음 ; 인디고 그림,오늘책,2024,아동 813.8-3852,[해운대인문학]어린이자료실
1848,이상한 해결단 웃소. 1,이은홍 지음 ; 혜원 그림,딸기책방,2024,아동 813.8-3853,[해운대인문학]어린이자료실
1849,이토록 푸른 오월에,박현아 지음 ; 차상미 그림,내일도맑음,2024,아동 813.8-3854,[해운대인문학]어린이자료실
1850,인생의 규칙,고은지 지음 ; 조승연 그림,북멘토,2024,아동 404-120-[2],[해운대인문학]어린이자료실
1851,읽으면서 바로 써먹는 어린이 감정 표현,"남지란,정일웅 지음",이케이북,2024,아동 331-41,[해운대인문학]어린이자료실
1852,"장풍쌤의 과학 풍딱지. 1, 전기: 의문의 친구, 일렉풍",캘리 조지 지음 ; 스테퍼니 그레긴 그림 ; 조은 옮김,책과콩나무,2024,아동 843-1041,[해운대인문학]어린이자료실
1853,재밌게 걷자! 경복궁,TOSS AI활용교육연구회 지음 ; 김지영 옮김,길벗어린이,2024,아동 004.73-26,[해운대인문학]어린이자료실
1854,"(전설의 모험왕) 엉덩이 댄디. 7, 콧구멍동굴 속 마법 램프를 찾아라!",이강래 지음,오렌지연필,2024,아동 911-248,[해운대인문학]어린이자료실
1855,(정지아가 들려주는)이토록 아름다운 권정생 이야기,박현숙 지음 ; 길개 그림,특서주니어,2024,아동 813.8-3476-4=2,[해운대인문학]어린이자료실
1856,"조관순, 학교를 뒤집다",강경수 외 지음,우리학교,2024,813.7-3760,[해운대인문학]종합자료실
1857,지우개맨,차정은 지음,부크크,2024,811.7-765,[해운대인문학]종합자료실
1858,창문으로 들어온 아이들,제노(고범준) 지음,위키북스,2024,325.555-134-[개정판],[해운대인문학]종합자료실
1859,"천개산 패밀리. 3, 뭉치의 꿈",라우렌치우 스필커 지음 ; 이일웅 옮김,제이펍,2024,005.138-14,[해운대인문학]종합자료실
1860,"최태성의 한능검 한국사. 1, 구석기 시대~청동기 시대",신하은 지음,북로그컴퍼니,2024,812.68-17-1,[해운대인문학]종합자료실
1861,캥거루 복덕방,신하은 지음,북로그컴퍼니,2024,812.68-17-2,[해운대인문학]종합자료실
1862,(코믹 메이플스토리)수학도둑. 100,김경록 지음,흐름,2024,327.8-142=2,[해운대인문학]종합자료실
1863,(코믹 메이플스토리)수학도둑. 99,김소영 지음,사계절,2024,818-3357,[해운대인문학]종합자료실
1864,타키·포오의 이세계 여행사. 6,김겨울 지음,시간의흐름,2024,811.7-654-4=2,[해운대인문학]종합자료실
1865,"페기, 불가능은 없어!","와타나베 가츠요시 지음 ; 서민교,정애영 옮김",에이케이커뮤니케이션즈,2024,925.6-1,[해운대인문학]종합자료실
1866,하루 10분 초등 신문,하리다 히카 지음 ; 김영주 옮김,문학동네,2024,833.6-1324,[해운대인문학]종합자료실
1867,한 컷 쏙 과학사,이창석 지음,매일경제신문사,2024,327.87-420,[해운대인문학]종합자료실
1868,해수면 상승에서 살아남기. 2,데이비드 카다비 지음 ; 김수진 옮김,데이원,2024,802-372,[해운대인문학]종합자료실
1869,"(이상한) 호랑이 빵집. 3, 진짜 호 셰프를 찾아라!",할런 코벤 지음 ; 노진선 옮김,문학수첩,2024,843-2206=2,[해운대인문학]종합자료실
1870,"혹시나 세탁소. 2, 고장 난 가족",니팅 포 올리브 지음 ; 이성아 옮김,앵글북스,2024,592.27-150,[해운대인문학]종합자료실
1871,환생학교 요괴반. 3,이정환 지음 ; 김소희 그림,나무를심는사람들,2024,408-5-12,[해운대인문학]종합자료실
1872,"흔한남매 과학 탐험대. 10, 생태계",무라카미 하루키 지음 ; 김난주 옮김,민음사,2020,808-1-374,[해운대인문학]종합자료실
1873,"Go Go 카카오프렌즈. 32, 아르헨티나",무라카미 하루키 지음 ; 김난주 옮김,민음사,2020,808-1-372,[해운대인문학]종합자료실
1874,"(Go Go) 카카오프렌즈 자연탐사. 8, 남극 빙하",무라카미 하루키 지음 ; 김난주 옮김,민음사,2020,808-1-373,[해운대인문학]종합자료실
1875,급식왕 Go. 10,"사토 노리히로 지음 ; 이상옥,김성수 옮김",406출판소,2024,517.3-151,[해운대인문학]종합자료실
1876,"긱블 제작소. 2, 고기 때리는 기계와 헤어 세탁기",요코미조 세이시 지음 ; 정명원 옮김,시공사,2024,833.6-1325,[해운대인문학]종합자료실
1877,"마법천자문. 63, 목표물에 가까이 다가가다! 접근(接近)",오현호 지음,스카이마인드,2024,194.2-9,[해운대인문학]종합자료실
1878,"무한의 계단 세계여행 Go. 3, 영국",최낙섭 지음,한올,2022,569.4-10-[1],[해운대인문학]종합자료실
1879,"(발명코믹북) 무한의 계단. 4, 역전의 명수","이재용,토스 지음",밀리의서재,2024,320.04-74=2,[해운대인문학]종합자료실
1880,백만 유튜버 구드래곤,윤광준 지음,아트레이크,2024,525.92-44,[해운대인문학]종합자료실
1881,"비밀요원 레너드 과학X파일 : 빛과 그림자. 3, 유령을 보는 아이",정우현 외 지음,길벗,2024,005.138-15,[해운대인문학]종합자료실
1882,"설민석의 우리 고전 대모험. 2, 흥부전","브라이언 P. 모런,마이클 레닝턴 지음 ; 정성재 옮김",클랩북스,2024,325.2112-50,[해운대인문학]종합자료실
1883,"최태성의 한능검 한국사. 2, 고조선 - 여러 나라의 성장",슈테판 츠바이크 지음 ; 배명자 옮김,다산초당,2024,854-20,[해운대인문학]종합자료실
1884,"쿠키런 킹덤. 19, 다가오는 결전의 날",에드워드 토머스 지음 ; 윤준 옮김,봄날의책,2024,841-56,[해운대인문학]종합자료실
1885,"흔한남매 별난 세계 여행. 3, 세계 축제",김경민 외 지음,와이즈맵,2024,327.87-350-2025,[해운대인문학]종합자료실
1886,"비밀요원 레너드 과학X파일 : 빛과 그림자. 3, 유령을 보는 아이",토통령 손정욱 지음,두드림미디어,2024,327.87-418,[해운대인문학]종합자료실
1887,[더책] 떠버리 염소는 못 말려!,패트리샤 처칠랜드 지음 ; 박형빈 옮김,씨아이알,2024,185-3,[해운대인문학]종합자료실
1888,[더책] 도둑으로 몰린 절구,정완상 지음 ; 이화 그림,성림주니어북,2024,아동 450-28,[해운대인문학]어린이자료실
1889,인물로 읽는 동남아,크리스티 해밀턴 지음 ; 최가영 옮김,김영사,2024,472-57,[해운대인문학]종합자료실
1890,'좋아하는 것'을 '잘하는 일'로 만드는 법칙,성수영 지음,한경arte,2024,650.4-240,[해운대인문학]종합자료실
1891,1인 출판사의 슬픔과 기쁨,노영래 지음,워터베어프레스,2024,327.856-497,[해운대인문학]종합자료실
1892,8월은 악마의 달,가노 마사나오 지음 ; 이은경 옮김,빈서재,2024,913.04-7-6,[해운대인문학]종합자료실
1893,B주류경제학,알렉산더 포프 지음 ; 김옥수 옮김,지식을만드는지식,2020,841-57,[해운대인문학]종합자료실
1894,Z세대 트렌드 2025,알렉산드르 블로크 지음 ; 최종술 옮김,지식을만드는지식,2020,892.8-30,[해운대인문학]종합자료실
1895,가연물,김성태 외 지음,베가북스,2021,373.4-239,[해운대인문학]종합자료실
1896,개와 늑대와 도플갱어 숲,권중현(가을바람) 지음,애덤스미스,2024,327.856-498,[해운대인문학]종합자료실
1897,고스트 티처의 밀착 과외,배종경 지음,바른북스,2024,199.1-775,[해운대인문학]종합자료실
1898,고양이를 처방해 드립니다,크리스천 쿠퍼 지음 ; 김숲 옮김,동녘,2024,498.0942-1,[해운대인문학]종합자료실
1899,고요한 읽기,"간다 마사노리,기누타 준이치 지음 ; 김윤경 옮김",동양북스,2024,325.211-1122,[해운대인문학]종합자료실
1900,고전이 답했다 마땅히 살아야 할 삶에 대하여,"제프리 초서 지음 ; 이동일,이동춘 옮김",민음사,2023,808-1-440,[해운대인문학]종합자료실
1901,골동골동한 나날,"제프리 초서 지음 ; 이동일,이동춘 옮김",민음사,2023,808-1-439,[해운대인문학]종합자료실
1902,광막한 사르가소 바다,자넷 스케슬린 찰스 지음 ; 우진하 옮김,하빌리스,2021,843-1573-2,[해운대인문학]종합자료실
1903,그거 사전,박종훈 지음,글로퍼스,2024,321.97-171,[해운대인문학]종합자료실
1904,"그리다가, 뭉클",이시모토 데쓰로 지음 ; 전지혜 옮김,좋은생각,2021,593.5-128,[해운대인문학]종합자료실
1905,극내성인,네빌 고다드 지음 ; 이상민 옮김,서른세개의계단,2023,235.2-26,[해운대인문학]종합자료실
1906,기묘한 밤,오구라 고이치 지음 ; 류휘 옮김,웅진지식하우스,2024,325.211-1123,[해운대인문학]종합자료실
1907,기묘한 이야기들,김혜정 지음,피서산장,2024,670.4-116,[해운대인문학]종합자료실
1908,(김사원세끼의) 노포투어,조너선 홀스래그 지음 ; 오윤성 옮김,지학사,2020,909-481,[해운대인문학]종합자료실
1909,나는 세계와 맞지 않지만,취퉁쭈 지음 ; 김여진 외 옮김,글항아리,2020,360.912-1,[해운대인문학]종합자료실
1910,나의 두 번째 이름은 연아입니다,한용운 지음 ; 권영민 엮음,문학사상,2024,811.6-38,[해운대인문학]종합자료실
1911,나의 아름다운 정원,한종수 외 지음,미지북스,2024,911.62-1-[개정판],[해운대인문학]종합자료실
1912,나의 인생만사 답사기,최광자 지음,경이로움,2024,327.856-499,[해운대인문학]종합자료실
1913,남편을 죽이는 서른 가지 방법,게리 바이너척 지음 ; 최소영 옮김,천그루숲,2024,325.555-174,[해운대인문학]종합자료실
1914,내 서랍 속 작은 사치,가와시마 류타 지음 ; 황미숙 옮김,현대지성,2024,511.1813-183,[해운대인문학]종합자료실
1915,내일의 엔딩,백종현 외 지음 ; 한국포스트휴먼연구소 엮음,파이돈,2024,165.21-23,[해운대인문학]종합자료실
1916,너의 꿈에도 내가 나오는지,로렌스 형제 지음 ; 배인병 옮김,PCKbooks,2024,238.248-9,[해운대인문학]종합자료실
1917,(닥터덕의) 세포 리셋,"간다 마사노리 지음 ; 김수연,이수미 옮김",두드림미디어,2023,325.751-15,[해운대인문학]종합자료실
1918,달러 전쟁,박용규 지음,한국기독교사연구소,2024,236.903-3,[해운대인문학]종합자료실
1919,달이 뜨는 숲,"매튜 샤프,마이클 유어 지음 ; 최기원 옮김",상상스퀘어,2024,160-71,[해운대인문학]종합자료실
1920,당신은 어딘가로 가려 한다,주효뢰 지음,소명,2020,911.06-84,[해운대인문학]종합자료실
1921,"도망가자, 바다면 더 좋고",프랑코 모레티 지음 ; 이재연 옮김,문학동네,2020,809-71,[해운대인문학]종합자료실
1922,도쿄 트렌드 인사이트 2025,안티오키아의 테오필루스 지음 ; 장재명 옮김,분도,2020,236.99-1,[해운대인문학]종합자료실
1923,딱 1억만 모읍시다,천선란 지음,문학동네,2024,813.7-3761,[해운대인문학]종합자료실
1924,라이프 트렌드 2025,장은진 지음,자음과모음,2024,813.7-3762,[해운대인문학]종합자료실
1925,루시드 드림,사이토 나오키 지음 ; 박지영 옮김,잉크잼,2024,657.1-110,[해운대인문학]종합자료실
1926,마법소녀 복직합니다,이디스 해밀턴 지음 ; 이지은 옮김,까치,2020,921-13,[해운대인문학]종합자료실
1927,마지막 선물,스티븐 A. 마글린 지음 ; 윤태경 옮김,경희대학교출판문화원,2020,320.01-5,[해운대인문학]종합자료실
1928,말로 머더 클럽,이영란 지음,채륜서,2021,818-3358,[해운대인문학]종합자료실
1929,말은 안 되지만,그림책사랑교사모임 지음,케렌시아,2022,373.22-6,[해운대인문학]종합자료실
1930,머니 트렌드 2025,히가시야마 아키라 지음 ; 민경욱 옮김,해피북스투유,2024,833.6-1326,[해운대인문학]종합자료실
1931,몬스터. 2,모이라 와이글 지음 ; 김현지 옮김,아르테,2024,331.5-100,[해운대인문학]종합자료실
1932,홍콩 : 침사추이｜센트럴｜빅토리아 피크｜몽콕,"제인 갤럽 지음 ; 심하은,채세진 옮김",꿈꾼문고,2021,337.2-236,[해운대인문학]종합자료실
1933,무지의 즐거움,빨간내복야코 원작 ; 전판교 지음 ; 도니패밀리 그림,아울북,2024,아동 031-70-1,[해운대인문학]어린이자료실
1934,(박태웅의) AI 강의 2025,"SBS TV 동물농장,애니멀봐 원작 ; 권용찬 지음 ; 이연 ; 최영민 그림",서울문화사,2024,아동 527.386-4-4,[해운대인문학]어린이자료실
1935,반짝이는 딸들에게,김혜련 지음 ; 라임스튜디오 그림,겜툰,2019,아동 813.8-2518-1=2,[해운대인문학]어린이자료실
1936,밤 풍경,흔한남매 원작 ; 노지영 지음 ; 도니패밀리 그림,아이세움,2023,아동 388.6-37-5,[해운대인문학]어린이자료실
1937,백장미의 창백,김상수 지음 ; 프롬프트랩 그림,아르볼,2024,아동 004.73-27,[해운대인문학]어린이자료실
1938,번아웃을 지나 점점 푸르게,세실 루미기에르 지음 ; 마리옹 뒤발 그림 ; 고정아 옮김,보림,2022,유아 863-501-4=2,[해운대인문학]송정동 장기대출
1939,베를린에는 육개장이 없어서,세실 루미기에르 글 ; 마리옹 뒤발 그림 ; 고정아 옮김,보림,2022,유아 863-501-3=2,[해운대인문학]송정동 장기대출
1940,베리 따는 사람들,세실 루미기에르 지음 ; 마리옹 뒤발 그림 ; 고정아 옮김,보림,2022,유아 863-501-2=2,[해운대인문학]송정동 장기대출
1941,병든 민주주의 미국은 왜 위태로운가,세실 루미기에르 지음 ; 마리옹 뒤발 그림 ; 고정아 옮김,보림,2022,유아 863-501-1=2,[해운대인문학]송정동 장기대출
1942,복수의 여신,크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 김영선 옮김,보림,2022,유아 375-31-[2]=2,[해운대인문학]송정동 장기대출
1943,"(나땅, 빌리언의 한 권으로 끝내는) 부동산 공매의 정석",크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 김영선 옮김,보림,2022,유아 375-31-[4]=2,[해운대인문학]송정동 장기대출
1944,부동산 트렌드 2025,크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 김영선 옮김,보림,2022,유아 375-31-[3]=2,[해운대인문학]송정동 장기대출
1945,부암동 랑데부 미술관,크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 김영선 옮김,보림,2022,유아 375-31-[1]=2,[해운대인문학]송정동 장기대출
1946,"불안의 끝에서 쇼펜하우어, 절망의 끝에서 니체",크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 박대진 옮김,보림,2023,유아 375-31-[5],[해운대인문학]송정동 장기대출
1947,브랜드 로고와 기호학,크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 박대진 옮김,보림,2023,유아 375-31-[6],[해운대인문학]송정동 장기대출
1948,빛과 멜로디,크리스토퍼 프랜시스첼리 지음 ; 페스키 스튜디오 그림 ; 김영선 옮김,보림,2023,유아 375-31-[7],[해운대인문학]송정동 장기대출
1949,사랑 후에 오는 것들,김지유 지음 ; 미키빈 그림,블루래빗,2015,유아 375.1-343,[해운대인문학]송정동 장기대출
1950,사랑과 통제와 맥주 한잔의 자유,김지유 지음 ; 미키빈 그림,블루래빗,2015,유아 375.1-343=2,[해운대인문학]송정동 장기대출
1951,사랑받고 있는 거 눈치채!,최정선 지음 ; 안윤모 그림,보림,2010,유아 375-4-[반]=2,[해운대인문학]송정동 장기대출
1952,사랑에 대해 내가 아는 모든 것,펠리시티 브룩스 지음 ; 멜리산드 루스링거 그림 ; [어스본코리아 편집부 편],어스본코리아,2016,유아 375.1-344,[해운대인문학]송정동 장기대출
1953,삶에 시가 없다면 너무 외롭지 않을까요,크리스 호튼 지음 ; 김상미 옮김,보림,2009,유아 375-4-[잃]=2,[해운대인문학]송정동 장기대출
1954,삶이 흐르는 대로,로드 캠벨 지음 ; 이상희 옮김,보림,2018,유아 375-4-[안]=2,[해운대인문학]송정동 장기대출
1955,새벽을 깨우다,최정선 지음 ; 윤봉선 그림,보림,2012,유아 375-4-[치]=2,[해운대인문학]송정동 장기대출
